,country,year,cases,sex,age
11700,AM,1997,59.0,m,25-34
17469,AM,1997,77.0,m,35-44
23238,AM,1997,51.0,m,45-54
29007,AM,1997,34.0,m,55-64
34776,AM,1997,12.0,m,65
46314,AM,1997,3.0,f,0-14
52083,AM,1997,16.0,f,15-24
57852,AM,1997,22.0,f,25-34
63621,AM,1997,17.0,f,35-44
69390,AM,1997,7.0,f,45-54
75159,AM,1997,14.0,f,55-64
80928,AM,1997,1.0,f,65
163,AM,1998,2.0,m,0-14
5932,AM,1998,159.0,m,15-24
11701,AM,1998,90.0,m,25-34
17470,AM,1998,79.0,m,35-44
23239,AM,1998,39.0,m,45-54
29008,AM,1998,17.0,m,55-64
34777,AM,1998,15.0,m,65
46315,AM,1998,1.0,f,0-14
52084,AM,1998,21.0,f,15-24
57853,AM,1998,20.0,f,25-34
63622,AM,1998,11.0,f,35-44
69391,AM,1998,10.0,f,45-54
75160,AM,1998,5.0,f,55-64
80929,AM,1998,6.0,f,65
164,AM,1999,4.0,m,0-14
5933,AM,1999,151.0,m,15-24
11702,AM,1999,88.0,m,25-34
17471,AM,1999,115.0,m,35-44
23240,AM,1999,76.0,m,45-54
29009,AM,1999,37.0,m,55-64
34778,AM,1999,20.0,m,65
46316,AM,1999,6.0,f,0-14
52085,AM,1999,22.0,f,15-24
57854,AM,1999,15.0,f,25-34
63623,AM,1999,20.0,f,35-44
69392,AM,1999,6.0,f,45-54
75161,AM,1999,9.0,f,55-64
80930,AM,1999,7.0,f,65
165,AM,2000,2.0,m,0-14
5934,AM,2000,152.0,m,15-24
11703,AM,2000,130.0,m,25-34
17472,AM,2000,131.0,m,35-44
23241,AM,2000,63.0,m,45-54
29010,AM,2000,26.0,m,55-64
34779,AM,2000,21.0,m,65
46317,AM,2000,1.0,f,0-14
52086,AM,2000,24.0,f,15-24
57855,AM,2000,27.0,f,25-34
63624,AM,2000,24.0,f,35-44
69393,AM,2000,8.0,f,45-54
75162,AM,2000,8.0,f,55-64
80931,AM,2000,4.0,f,65
166,AM,2001,2.0,m,0-14
5935,AM,2001,154.0,m,15-24
11704,AM,2001,120.0,m,25-34
17473,AM,2001,93.0,m,35-44
23242,AM,2001,54.0,m,45-54
29011,AM,2001,24.0,m,55-64
34780,AM,2001,9.0,m,65
46318,AM,2001,1.0,f,0-14
52087,AM,2001,40.0,f,15-24
57856,AM,2001,31.0,f,25-34
63625,AM,2001,22.0,f,35-44
69394,AM,2001,10.0,f,45-54
75163,AM,2001,7.0,f,55-64
80932,AM,2001,5.0,f,65
167,AM,2002,1.0,m,0-14
5936,AM,2002,95.0,m,15-24
11705,AM,2002,63.0,m,25-34
17474,AM,2002,109.0,m,35-44
23243,AM,2002,93.0,m,45-54
29012,AM,2002,21.0,m,55-64
34781,AM,2002,14.0,m,65
46319,AM,2002,2.0,f,0-14
52088,AM,2002,16.0,f,15-24
57857,AM,2002,24.0,f,25-34
63626,AM,2002,32.0,f,35-44
69395,AM,2002,36.0,f,45-54
75164,AM,2002,4.0,f,55-64
80933,AM,2002,1.0,f,65
168,AM,2003,12.0,m,0-14
5937,AM,2003,120.0,m,15-24
11706,AM,2003,98.0,m,25-34
17475,AM,2003,75.0,m,35-44
23244,AM,2003,104.0,m,45-54
29013,AM,2003,49.0,m,55-64
34782,AM,2003,18.0,m,65
46320,AM,2003,2.0,f,0-14
52089,AM,2003,29.0,f,15-24
57858,AM,2003,31.0,f,25-34
63627,AM,2003,13.0,f,35-44
69396,AM,2003,12.0,f,45-54
75165,AM,2003,9.0,f,55-64
80934,AM,2003,3.0,f,65
169,AM,2004,2.0,m,0-14
5938,AM,2004,130.0,m,15-24
11707,AM,2004,72.0,m,25-34
17476,AM,2004,76.0,m,35-44
23245,AM,2004,62.0,m,45-54
29014,AM,2004,25.0,m,55-64
34783,AM,2004,24.0,m,65
46321,AM,2004,1.0,f,0-14
52090,AM,2004,24.0,f,15-24
57859,AM,2004,17.0,f,25-34
63628,AM,2004,12.0,f,35-44
69397,AM,2004,10.0,f,45-54
75166,AM,2004,3.0,f,55-64
80935,AM,2004,3.0,f,65
170,AM,2005,3.0,m,0-14
5939,AM,2005,170.0,m,15-24
11708,AM,2005,104.0,m,25-34
17477,AM,2005,83.0,m,35-44
23246,AM,2005,84.0,m,45-54
29015,AM,2005,30.0,m,55-64
34784,AM,2005,24.0,m,65
40553,AM,2005,0.0,m,unknown
46322,AM,2005,3.0,f,0-14
52091,AM,2005,27.0,f,15-24
57860,AM,2005,21.0,f,25-34
63629,AM,2005,10.0,f,35-44
69398,AM,2005,11.0,f,45-54
75167,AM,2005,4.0,f,55-64
80936,AM,2005,7.0,f,65
86705,AM,2005,0.0,f,unknown
171,AM,2006,0.0,m,0-14
5940,AM,2006,113.0,m,15-24
11709,AM,2006,116.0,m,25-34
17478,AM,2006,96.0,m,35-44
23247,AM,2006,98.0,m,45-54
29016,AM,2006,38.0,m,55-64
34785,AM,2006,17.0,m,65
40554,AM,2006,0.0,m,unknown
46323,AM,2006,3.0,f,0-14
52092,AM,2006,28.0,f,15-24
57861,AM,2006,29.0,f,25-34
63630,AM,2006,16.0,f,35-44
69399,AM,2006,15.0,f,45-54
75168,AM,2006,7.0,f,55-64
80937,AM,2006,4.0,f,65
86706,AM,2006,0.0,f,unknown
172,AM,2007,1.0,m,0-14
5941,AM,2007,81.0,m,15-24
11710,AM,2007,87.0,m,25-34
17479,AM,2007,100.0,m,35-44
23248,AM,2007,92.0,m,45-54
29017,AM,2007,29.0,m,55-64
34786,AM,2007,20.0,m,65
40555,AM,2007,0.0,m,unknown
46324,AM,2007,2.0,f,0-14
52093,AM,2007,31.0,f,15-24
57862,AM,2007,22.0,f,25-34
63631,AM,2007,11.0,f,35-44
69400,AM,2007,7.0,f,45-54
75169,AM,2007,7.0,f,55-64
80938,AM,2007,7.0,f,65
86707,AM,2007,0.0,f,unknown
173,AM,2008,0.0,m,0-14
5942,AM,2008,53.0,m,15-24
11711,AM,2008,103.0,m,25-34
17480,AM,2008,74.0,m,35-44
23249,AM,2008,87.0,m,45-54
29018,AM,2008,37.0,m,55-64
34787,AM,2008,15.0,m,65
40556,AM,2008,0.0,m,unknown
46325,AM,2008,4.0,f,0-14
52094,AM,2008,44.0,f,15-24
57863,AM,2008,25.0,f,25-34
63632,AM,2008,10.0,f,35-44
69401,AM,2008,14.0,f,45-54
75170,AM,2008,10.0,f,55-64
80939,AM,2008,11.0,f,65
86708,AM,2008,0.0,f,unknown
174,AN,1996,0.0,m,0-14
5943,AN,1996,0.0,m,15-24
11712,AN,1996,0.0,m,25-34
17481,AN,1996,0.0,m,35-44
23250,AN,1996,1.0,m,45-54
29019,AN,1996,1.0,m,55-64
34788,AN,1996,1.0,m,65
46326,AN,1996,0.0,f,0-14
52095,AN,1996,0.0,f,15-24
57864,AN,1996,0.0,f,25-34
63633,AN,1996,1.0,f,35-44
69402,AN,1996,0.0,f,45-54
75171,AN,1996,0.0,f,55-64
80940,AN,1996,0.0,f,65
175,AN,1997,0.0,m,0-14
5944,AN,1997,0.0,m,15-24
11713,AN,1997,1.0,m,25-34
17482,AN,1997,1.0,m,35-44
23251,AN,1997,0.0,m,45-54
29020,AN,1997,1.0,m,55-64
34789,AN,1997,3.0,m,65
46327,AN,1997,0.0,f,0-14
52096,AN,1997,0.0,f,15-24
57865,AN,1997,2.0,f,25-34
63634,AN,1997,2.0,f,35-44
69403,AN,1997,1.0,f,45-54
75172,AN,1997,1.0,f,55-64
80941,AN,1997,1.0,f,65
176,AN,1998,0.0,m,0-14
5945,AN,1998,0.0,m,15-24
11714,AN,1998,0.0,m,25-34
17483,AN,1998,0.0,m,35-44
23252,AN,1998,0.0,m,45-54
29021,AN,1998,1.0,m,55-64
34790,AN,1998,2.0,m,65
46328,AN,1998,0.0,f,0-14
52097,AN,1998,1.0,f,15-24
57866,AN,1998,0.0,f,25-34
63635,AN,1998,2.0,f,35-44
69404,AN,1998,1.0,f,45-54
75173,AN,1998,0.0,f,55-64
80942,AN,1998,0.0,f,65
177,AN,1999,0.0,m,0-14
5946,AN,1999,0.0,m,15-24
11715,AN,1999,1.0,m,25-34
17484,AN,1999,0.0,m,35-44
23253,AN,1999,1.0,m,45-54
29022,AN,1999,0.0,m,55-64
34791,AN,1999,0.0,m,65
46329,AN,1999,0.0,f,0-14
52098,AN,1999,1.0,f,15-24
57867,AN,1999,1.0,f,25-34
63636,AN,1999,0.0,f,35-44
69405,AN,1999,0.0,f,45-54
75174,AN,1999,0.0,f,55-64
80943,AN,1999,0.0,f,65
178,AN,2000,0.0,m,0-14
5947,AN,2000,0.0,m,15-24
11716,AN,2000,1.0,m,25-34
17485,AN,2000,2.0,m,35-44
23254,AN,2000,0.0,m,45-54
29023,AN,2000,0.0,m,55-64
34792,AN,2000,0.0,m,65
46330,AN,2000,0.0,f,0-14
52099,AN,2000,0.0,f,15-24
57868,AN,2000,1.0,f,25-34
63637,AN,2000,0.0,f,35-44
69406,AN,2000,0.0,f,45-54
75175,AN,2000,1.0,f,55-64
80944,AN,2000,0.0,f,65
179,AN,2001,0.0,m,0-14
5948,AN,2001,0.0,m,15-24
11717,AN,2001,1.0,m,25-34
17486,AN,2001,5.0,m,35-44
23255,AN,2001,0.0,m,45-54
29024,AN,2001,0.0,m,55-64
34793,AN,2001,0.0,m,65
46331,AN,2001,0.0,f,0-14
52100,AN,2001,0.0,f,15-24
57869,AN,2001,1.0,f,25-34
63638,AN,2001,0.0,f,35-44
69407,AN,2001,0.0,f,45-54
75176,AN,2001,1.0,f,55-64
80945,AN,2001,0.0,f,65
180,AN,2002,0.0,m,0-14
5949,AN,2002,1.0,m,15-24
11718,AN,2002,1.0,m,25-34
17487,AN,2002,3.0,m,35-44
23256,AN,2002,2.0,m,45-54
29025,AN,2002,3.0,m,55-64
34794,AN,2002,1.0,m,65
46332,AN,2002,0.0,f,0-14
52101,AN,2002,1.0,f,15-24
57870,AN,2002,0.0,f,25-34
63639,AN,2002,0.0,f,35-44
69408,AN,2002,1.0,f,45-54
75177,AN,2002,0.0,f,55-64
80946,AN,2002,1.0,f,65
181,AN,2003,0.0,m,0-14
5950,AN,2003,0.0,m,15-24
11719,AN,2003,2.0,m,25-34
17488,AN,2003,1.0,m,35-44
23257,AN,2003,0.0,m,45-54
29026,AN,2003,0.0,m,55-64
34795,AN,2003,3.0,m,65
46333,AN,2003,0.0,f,0-14
52102,AN,2003,0.0,f,15-24
57871,AN,2003,1.0,f,25-34
63640,AN,2003,1.0,f,35-44
69409,AN,2003,0.0,f,45-54
75178,AN,2003,1.0,f,55-64
80947,AN,2003,0.0,f,65
182,AN,2004,1.0,m,0-14
5951,AN,2004,1.0,m,15-24
11720,AN,2004,0.0,m,25-34
17489,AN,2004,4.0,m,35-44
23258,AN,2004,3.0,m,45-54
29027,AN,2004,0.0,m,55-64
34796,AN,2004,1.0,m,65
46334,AN,2004,0.0,f,0-14
52103,AN,2004,0.0,f,15-24
63641,AN,2004,1.0,f,35-44
69410,AN,2004,0.0,f,45-54
75179,AN,2004,0.0,f,55-64
80948,AN,2004,0.0,f,65
184,AN,2006,0.0,m,0-14
5953,AN,2006,0.0,m,15-24
11722,AN,2006,0.0,m,25-34
17491,AN,2006,2.0,m,35-44
23260,AN,2006,1.0,m,45-54
29029,AN,2006,1.0,m,55-64
34798,AN,2006,0.0,m,65
46336,AN,2006,1.0,f,0-14
52105,AN,2006,0.0,f,15-24
57874,AN,2006,0.0,f,25-34
63643,AN,2006,0.0,f,35-44
69412,AN,2006,0.0,f,45-54
75181,AN,2006,0.0,f,55-64
80950,AN,2006,0.0,f,65
202,AO,1995,386.0,m,0-14
5971,AO,1995,724.0,m,15-24
11740,AO,1995,562.0,m,25-34
17509,AO,1995,346.0,m,35-44
23278,AO,1995,224.0,m,45-54
29047,AO,1995,155.0,m,55-64
34816,AO,1995,14.0,m,65
46354,AO,1995,371.0,f,0-14
52123,AO,1995,707.0,f,15-24
57892,AO,1995,443.0,f,25-34
63661,AO,1995,264.0,f,35-44
69430,AO,1995,248.0,f,45-54
75199,AO,1995,130.0,f,55-64
80968,AO,1995,18.0,f,65
203,AO,1996,360.0,m,0-14
5972,AO,1996,1036.0,m,15-24
11741,AO,1996,926.0,m,25-34
17510,AO,1996,1027.0,m,35-44
23279,AO,1996,469.0,m,45-54
29048,AO,1996,272.0,m,55-64
34817,AO,1996,169.0,m,65
46355,AO,1996,388.0,f,0-14
52124,AO,1996,1066.0,f,15-24
57893,AO,1996,963.0,f,25-34
63662,AO,1996,615.0,f,35-44
69431,AO,1996,370.0,f,45-54
75200,AO,1996,242.0,f,55-64
80969,AO,1996,113.0,f,65
204,AO,1997,419.0,m,0-14
5973,AO,1997,913.0,m,15-24
11742,AO,1997,1026.0,m,25-34
17511,AO,1997,819.0,m,35-44
23280,AO,1997,507.0,m,45-54
29049,AO,1997,304.0,m,55-64
34818,AO,1997,193.0,m,65
46356,AO,1997,431.0,f,0-14
52125,AO,1997,1165.0,f,15-24
57894,AO,1997,1007.0,f,25-34
63663,AO,1997,627.0,f,35-44
69432,AO,1997,411.0,f,45-54
75201,AO,1997,234.0,f,55-64
80970,AO,1997,145.0,f,65
205,AO,1998,240.0,m,0-14
5974,AO,1998,915.0,m,15-24
11743,AO,1998,950.0,m,25-34
17512,AO,1998,839.0,m,35-44
23281,AO,1998,470.0,m,45-54
29050,AO,1998,219.0,m,55-64
34819,AO,1998,135.0,m,65
46357,AO,1998,297.0,f,0-14
52126,AO,1998,1084.0,f,15-24
57895,AO,1998,970.0,f,25-34
63664,AO,1998,623.0,f,35-44
69433,AO,1998,319.0,f,45-54
75202,AO,1998,169.0,f,55-64
80971,AO,1998,92.0,f,65
206,AO,1999,391.0,m,0-14
5975,AO,1999,1134.0,m,15-24
11744,AO,1999,1237.0,m,25-34
17513,AO,1999,973.0,m,35-44
23282,AO,1999,518.0,m,45-54
29051,AO,1999,314.0,m,55-64
34820,AO,1999,234.0,m,65
46358,AO,1999,459.0,f,0-14
52127,AO,1999,1197.0,f,15-24
57896,AO,1999,1157.0,f,25-34
63665,AO,1999,743.0,f,35-44
69434,AO,1999,474.0,f,45-54
75203,AO,1999,217.0,f,55-64
80972,AO,1999,194.0,f,65
207,AO,2000,186.0,m,0-14
5976,AO,2000,999.0,m,15-24
11745,AO,2000,1003.0,m,25-34
17514,AO,2000,912.0,m,35-44
23283,AO,2000,482.0,m,45-54
29052,AO,2000,312.0,m,55-64
34821,AO,2000,194.0,m,65
46359,AO,2000,247.0,f,0-14
52128,AO,2000,1142.0,f,15-24
57897,AO,2000,1091.0,f,25-34
63666,AO,2000,844.0,f,35-44
69435,AO,2000,417.0,f,45-54
75204,AO,2000,200.0,f,55-64
80973,AO,2000,120.0,f,65
208,AO,2001,230.0,m,0-14
5977,AO,2001,892.0,m,15-24
11746,AO,2001,752.0,m,25-34
17515,AO,2001,648.0,m,35-44
23284,AO,2001,420.0,m,45-54
29053,AO,2001,197.0,m,55-64
34822,AO,2001,173.0,m,65
46360,AO,2001,279.0,f,0-14
52129,AO,2001,993.0,f,15-24
57898,AO,2001,869.0,f,25-34
63667,AO,2001,647.0,f,35-44
69436,AO,2001,323.0,f,45-54
75205,AO,2001,200.0,f,55-64
80974,AO,2001,182.0,f,65
209,AO,2002,435.0,m,0-14
5978,AO,2002,2223.0,m,15-24
11747,AO,2002,2292.0,m,25-34
17516,AO,2002,1915.0,m,35-44
23285,AO,2002,1187.0,m,45-54
29054,AO,2002,624.0,m,55-64
34823,AO,2002,444.0,m,65
46361,AO,2002,640.0,f,0-14
52130,AO,2002,2610.0,f,15-24
57899,AO,2002,2208.0,f,25-34
63668,AO,2002,1600.0,f,35-44
69437,AO,2002,972.0,f,45-54
75206,AO,2002,533.0,f,55-64
80975,AO,2002,305.0,f,65
210,AO,2003,409.0,m,0-14
5979,AO,2003,2355.0,m,15-24
11748,AO,2003,2598.0,m,25-34
17517,AO,2003,1908.0,m,35-44
23286,AO,2003,1090.0,m,45-54
29055,AO,2003,512.0,m,55-64
34824,AO,2003,361.0,m,65
46362,AO,2003,591.0,f,0-14
52131,AO,2003,3078.0,f,15-24
57900,AO,2003,2641.0,f,25-34
63669,AO,2003,1747.0,f,35-44
69438,AO,2003,1157.0,f,45-54
75207,AO,2003,395.0,f,55-64
80976,AO,2003,129.0,f,65
211,AO,2004,554.0,m,0-14
5980,AO,2004,2684.0,m,15-24
11749,AO,2004,2659.0,m,25-34
17518,AO,2004,1998.0,m,35-44
23287,AO,2004,1196.0,m,45-54
29056,AO,2004,561.0,m,55-64
34825,AO,2004,321.0,m,65
46363,AO,2004,733.0,f,0-14
52132,AO,2004,3198.0,f,15-24
57901,AO,2004,2772.0,f,25-34
63670,AO,2004,1854.0,f,35-44
69439,AO,2004,1029.0,f,45-54
75208,AO,2004,505.0,f,55-64
80977,AO,2004,269.0,f,65
212,AO,2005,520.0,m,0-14
5981,AO,2005,2549.0,m,15-24
11750,AO,2005,2797.0,m,25-34
17519,AO,2005,1918.0,m,35-44
23288,AO,2005,1255.0,m,45-54
29057,AO,2005,665.0,m,55-64
34826,AO,2005,461.0,m,65
46364,AO,2005,704.0,f,0-14
52133,AO,2005,2926.0,f,15-24
57902,AO,2005,2682.0,f,25-34
63671,AO,2005,1797.0,f,35-44
69440,AO,2005,1138.0,f,45-54
75209,AO,2005,581.0,f,55-64
80978,AO,2005,417.0,f,65
213,AO,2006,540.0,m,0-14
5982,AO,2006,2632.0,m,15-24
11751,AO,2006,3049.0,m,25-34
17520,AO,2006,2182.0,m,35-44
23289,AO,2006,1397.0,m,45-54
29058,AO,2006,729.0,m,55-64
34827,AO,2006,428.0,m,65
46365,AO,2006,689.0,f,0-14
52134,AO,2006,2851.0,f,15-24
57903,AO,2006,2892.0,f,25-34
63672,AO,2006,1990.0,f,35-44
69441,AO,2006,1223.0,f,45-54
75210,AO,2006,583.0,f,55-64
80979,AO,2006,314.0,f,65
214,AO,2007,484.0,m,0-14
5983,AO,2007,2824.0,m,15-24
11752,AO,2007,3197.0,m,25-34
17521,AO,2007,2255.0,m,35-44
23290,AO,2007,1357.0,m,45-54
29059,AO,2007,699.0,m,55-64
34828,AO,2007,465.0,m,65
46366,AO,2007,703.0,f,0-14
52135,AO,2007,2943.0,f,15-24
57904,AO,2007,2721.0,f,25-34
63673,AO,2007,1812.0,f,35-44
69442,AO,2007,1041.0,f,45-54
75211,AO,2007,554.0,f,55-64
80980,AO,2007,367.0,f,65
215,AO,2008,367.0,m,0-14
5984,AO,2008,2970.0,m,15-24
11753,AO,2008,3493.0,m,25-34
17522,AO,2008,2418.0,m,35-44
23291,AO,2008,1480.0,m,45-54
29060,AO,2008,733.0,m,55-64
34829,AO,2008,420.0,m,65
40598,AO,2008,0.0,m,unknown
46367,AO,2008,512.0,f,0-14
52136,AO,2008,3199.0,f,15-24
57905,AO,2008,2786.0,f,25-34
63674,AO,2008,2082.0,f,35-44
69443,AO,2008,1209.0,f,45-54
75212,AO,2008,556.0,f,55-64
80981,AO,2008,337.0,f,65
86750,AO,2008,0.0,f,unknown
232,AR,1996,113.0,m,0-14
6001,AR,1996,611.0,m,15-24
11770,AR,1996,535.0,m,25-34
17539,AR,1996,338.0,m,35-44
23308,AR,1996,276.0,m,45-54
29077,AR,1996,230.0,m,55-64
34846,AR,1996,286.0,m,65
46384,AR,1996,107.0,f,0-14
52153,AR,1996,643.0,f,15-24
57922,AR,1996,591.0,f,25-34
63691,AR,1996,528.0,f,35-44
69460,AR,1996,546.0,f,45-54
75229,AR,1996,520.0,f,55-64
80998,AR,1996,463.0,f,65
233,AR,1997,96.0,m,0-14
6002,AR,1997,580.0,m,15-24
11771,AR,1997,600.0,m,25-34
17540,AR,1997,523.0,m,35-44
23309,AR,1997,489.0,m,45-54
29078,AR,1997,417.0,m,55-64
34847,AR,1997,393.0,m,65
46385,AR,1997,133.0,f,0-14
52154,AR,1997,566.0,f,15-24
57923,AR,1997,511.0,f,25-34
63692,AR,1997,336.0,f,35-44
69461,AR,1997,240.0,f,45-54
75230,AR,1997,199.0,f,55-64
80999,AR,1997,234.0,f,65
234,AR,1998,84.0,m,0-14
6003,AR,1998,578.0,m,15-24
11772,AR,1998,571.0,m,25-34
17541,AR,1998,463.0,m,35-44
23310,AR,1998,476.0,m,45-54
29079,AR,1998,387.0,m,55-64
34848,AR,1998,370.0,m,65
46386,AR,1998,94.0,f,0-14
52155,AR,1998,558.0,f,15-24
57924,AR,1998,498.0,f,25-34
63693,AR,1998,271.0,f,35-44
69462,AR,1998,229.0,f,45-54
75231,AR,1998,207.0,f,55-64
81000,AR,1998,276.0,f,65
235,AR,1999,90.0,m,0-14
6004,AR,1999,490.0,m,15-24
11773,AR,1999,546.0,m,25-34
17542,AR,1999,435.0,m,35-44
23311,AR,1999,464.0,m,45-54
29080,AR,1999,384.0,m,55-64
34849,AR,1999,380.0,m,65
46387,AR,1999,108.0,f,0-14
52156,AR,1999,502.0,f,15-24
57925,AR,1999,442.0,f,25-34
63694,AR,1999,292.0,f,35-44
69463,AR,1999,210.0,f,45-54
75232,AR,1999,177.0,f,55-64
81001,AR,1999,249.0,f,65
236,AR,2000,97.0,m,0-14
6005,AR,2000,278.0,m,15-24
11774,AR,2000,594.0,m,25-34
17543,AR,2000,402.0,m,35-44
23312,AR,2000,419.0,m,45-54
29081,AR,2000,368.0,m,55-64
34850,AR,2000,330.0,m,65
46388,AR,2000,121.0,f,0-14
52157,AR,2000,544.0,f,15-24
57926,AR,2000,479.0,f,25-34
63695,AR,2000,262.0,f,35-44
69464,AR,2000,230.0,f,45-54
75233,AR,2000,179.0,f,55-64
81002,AR,2000,216.0,f,65
237,AR,2001,78.0,m,0-14
6006,AR,2001,682.0,m,15-24
11775,AR,2001,611.0,m,25-34
17544,AR,2001,495.0,m,35-44
23313,AR,2001,471.0,m,45-54
29082,AR,2001,404.0,m,55-64
34851,AR,2001,436.0,m,65
46389,AR,2001,85.0,f,0-14
52158,AR,2001,674.0,f,15-24
57927,AR,2001,561.0,f,25-34
63696,AR,2001,303.0,f,35-44
69465,AR,2001,242.0,f,45-54
75234,AR,2001,215.0,f,55-64
81003,AR,2001,249.0,f,65
238,AR,2002,70.0,m,0-14
6007,AR,2002,612.0,m,15-24
11776,AR,2002,658.0,m,25-34
17545,AR,2002,463.0,m,35-44
23314,AR,2002,477.0,m,45-54
29083,AR,2002,389.0,m,55-64
34852,AR,2002,399.0,m,65
46390,AR,2002,117.0,f,0-14
52159,AR,2002,622.0,f,15-24
57928,AR,2002,580.0,f,25-34
63697,AR,2002,301.0,f,35-44
69466,AR,2002,237.0,f,45-54
75235,AR,2002,203.0,f,55-64
81004,AR,2002,255.0,f,65
239,AR,2003,89.0,m,0-14
6008,AR,2003,574.0,m,15-24
11777,AR,2003,565.0,m,25-34
17546,AR,2003,413.0,m,35-44
23315,AR,2003,461.0,m,45-54
29084,AR,2003,366.0,m,55-64
34853,AR,2003,405.0,m,65
46391,AR,2003,99.0,f,0-14
52160,AR,2003,516.0,f,15-24
57929,AR,2003,513.0,f,25-34
63698,AR,2003,294.0,f,35-44
69467,AR,2003,241.0,f,45-54
75236,AR,2003,192.0,f,55-64
81005,AR,2003,231.0,f,65
240,AR,2004,64.0,m,0-14
6009,AR,2004,588.0,m,15-24
11778,AR,2004,543.0,m,25-34
17547,AR,2004,399.0,m,35-44
23316,AR,2004,387.0,m,45-54
29085,AR,2004,332.0,m,55-64
34854,AR,2004,345.0,m,65
46392,AR,2004,98.0,f,0-14
52161,AR,2004,519.0,f,15-24
57930,AR,2004,477.0,f,25-34
63699,AR,2004,271.0,f,35-44
69468,AR,2004,237.0,f,45-54
75237,AR,2004,169.0,f,55-64
81006,AR,2004,237.0,f,65
241,AR,2005,64.0,m,0-14
6010,AR,2005,621.0,m,15-24
11779,AR,2005,530.0,m,25-34
17548,AR,2005,358.0,m,35-44
23317,AR,2005,384.0,m,45-54
29086,AR,2005,340.0,m,55-64
34855,AR,2005,348.0,m,65
46393,AR,2005,90.0,f,0-14
52162,AR,2005,530.0,f,15-24
57931,AR,2005,474.0,f,25-34
63700,AR,2005,290.0,f,35-44
69469,AR,2005,198.0,f,45-54
75238,AR,2005,169.0,f,55-64
81007,AR,2005,240.0,f,65
242,AR,2006,67.0,m,0-14
6011,AR,2006,519.0,m,15-24
11780,AR,2006,484.0,m,25-34
17549,AR,2006,360.0,m,35-44
23318,AR,2006,351.0,m,45-54
29087,AR,2006,346.0,m,55-64
34856,AR,2006,321.0,m,65
46394,AR,2006,74.0,f,0-14
52163,AR,2006,438.0,f,15-24
57932,AR,2006,437.0,f,25-34
63701,AR,2006,235.0,f,35-44
69470,AR,2006,197.0,f,45-54
75239,AR,2006,173.0,f,55-64
81008,AR,2006,213.0,f,65
243,AR,2007,77.0,m,0-14
6012,AR,2007,656.0,m,15-24
11781,AR,2007,623.0,m,25-34
17550,AR,2007,401.0,m,35-44
23319,AR,2007,415.0,m,45-54
29088,AR,2007,389.0,m,55-64
34857,AR,2007,324.0,m,65
46395,AR,2007,70.0,f,0-14
52164,AR,2007,558.0,f,15-24
57933,AR,2007,500.0,f,25-34
63702,AR,2007,246.0,f,35-44
69471,AR,2007,217.0,f,45-54
75240,AR,2007,172.0,f,55-64
81009,AR,2007,246.0,f,65
244,AR,2008,69.0,m,0-14
6013,AR,2008,633.0,m,15-24
11782,AR,2008,611.0,m,25-34
17551,AR,2008,390.0,m,35-44
23320,AR,2008,416.0,m,45-54
29089,AR,2008,364.0,m,55-64
34858,AR,2008,295.0,m,65
40627,AR,2008,30.0,m,unknown
46396,AR,2008,66.0,f,0-14
52165,AR,2008,536.0,f,15-24
57934,AR,2008,506.0,f,25-34
63703,AR,2008,252.0,f,35-44
69472,AR,2008,221.0,f,45-54
75241,AR,2008,157.0,f,55-64
81010,AR,2008,204.0,f,65
86779,AR,2008,8.0,f,unknown
262,AS,1997,1.0,m,0-14
6031,AS,1997,0.0,m,15-24
11800,AS,1997,0.0,m,25-34
17569,AS,1997,1.0,m,35-44
23338,AS,1997,1.0,m,45-54
29107,AS,1997,1.0,m,55-64
34876,AS,1997,1.0,m,65
46414,AS,1997,0.0,f,0-14
52183,AS,1997,0.0,f,15-24
57952,AS,1997,0.0,f,25-34
63721,AS,1997,0.0,f,35-44
69490,AS,1997,1.0,f,45-54
75259,AS,1997,0.0,f,55-64
81028,AS,1997,0.0,f,65
23341,AS,2000,1.0,m,45-54
29110,AS,2000,1.0,m,55-64
69493,AS,2000,1.0,f,45-54
63725,AS,2001,1.0,f,35-44
75263,AS,2001,1.0,f,55-64
29112,AS,2002,1.0,m,55-64
29113,AS,2003,1.0,m,55-64
69496,AS,2003,1.0,f,45-54
29114,AS,2004,2.0,m,55-64
69497,AS,2004,1.0,f,45-54
57960,AS,2005,1.0,f,25-34
69498,AS,2005,2.0,f,45-54
57961,AS,2006,1.0,f,25-34
69499,AS,2006,2.0,f,45-54
289,AT,1995,4.0,m,0-14
6058,AT,1995,37.0,m,15-24
11827,AT,1995,95.0,m,25-34
17596,AT,1995,82.0,m,35-44
23365,AT,1995,89.0,m,45-54
29134,AT,1995,71.0,m,55-64
34903,AT,1995,73.0,m,65
46441,AT,1995,6.0,f,0-14
52210,AT,1995,22.0,f,15-24
57979,AT,1995,52.0,f,25-34
63748,AT,1995,32.0,f,35-44
69517,AT,1995,21.0,f,45-54
75286,AT,1995,18.0,f,55-64
81055,AT,1995,59.0,f,65
291,AT,1997,24.0,m,0-14
6060,AT,1997,59.0,m,15-24
11829,AT,1997,117.0,m,25-34
17598,AT,1997,170.0,m,35-44
23367,AT,1997,168.0,m,45-54
29136,AT,1997,122.0,m,55-64
34905,AT,1997,185.0,m,65
46443,AT,1997,33.0,f,0-14
52212,AT,1997,41.0,f,15-24
